1,2017/5/24,3061.947,3047.5681,3064.8127,3022.3026,3064.0759,,,
1,2017/5/23,3075.6756,3069.3935,3084.2352,3050.8423,3061.947,,,
1,2017/5/22,3090.6309,3087.1705,3103.9375,3063.1529,3075.6756,,,
1,2017/5/19,3090.139,3086.7054,3095.4826,3081.278,3090.6309,,,
1,2017/5/18,3104.4415,3082.3288,3103.4413,3077.9631,3090.139,,,
1,2017/5/17,3112.9642,3107.802,3119.5816,3101.2953,3104.4415,,,
1,2017/5/16,3090.2289,3082.8717,3113.5116,3060.5344,3112.9642,,,
1,2017/5/15,3083.5132,3085.9319,3098.9125,3085.9319,3090.2289,,,
1,2017/5/12,3061.5003,3054.1123,3090.4914,3051.8713,3083.5132,,,
1,2017/5/11,3052.785,3036.7891,3063.5637,3016.5305,3061.5003,,,
1,2017/5/10,3080.5269,3078.1728,3090.8191,3051.5896,3052.785,,,
1,2017/5/9,3078.6129,3064.8484,3084.2077,3056.558,3080.5269,,,
1,2017/5/8,3103.0378,3090.0652,3093.4516,3067.6943,3078.6129,,,
1,2017/5/5,3127.3687,3114.7735,3117.6141,3092.0918,3103.0378,,,
1,2017/5/4,3135.346,3127.1058,3143.8179,3111.3912,3127.3687,,,
1,2017/5/3,3143.7121,3138.3068,3148.2857,3123.7509,3135.346,,,
1,2017/5/2,3154.6584,3147.2275,3154.7812,3136.5391,3143.7121,,,
1,2017/4/28,3152.1869,3144.0219,3154.7266,3136.5781,3154.6584,,,
1,2017/4/27,3140.8471,3131.3496,3155.0033,3097.3334,3152.1869,,,
